country,technology,carrier,year,value,unit
XY,BIOT,Bio,2045,103.55,Million usd
YZ,BIOT,Bio,2045,2.22,Million usd
XY,CCGT,Gas,2045,145.42,Million usd
YZ,CCGT,Gas,2045,147.9,Million usd
XY,CSP,Solar,2045,8.51,Million usd
XY,EDLH,Electricity,2045,64.78,Million usd
YZ,EDLH,Electricity,2045,64.78,Million usd
YZ,EERH,Electricity,2045,88.8,Million usd
XY,EHPP,Electricity,2045,32.82,Million usd
YZ,EHPP,Electricity,2045,122.07,Million usd
XY,EIDT,Electricity,2045,158.3,Million usd
YZ,EIDT,Electricity,2045,144.21,Million usd
XY,ELTZ,Hyd,2045,96.47,Million usd
XY,HDAM,Water,2045,100.0,Million usd
YZ,HROR,Water,2045,340.0,Million usd
XY,HYD,Hyd,2045,2.51,Million usd
XY,IND_BOILER,Bio,2045,407.5,Million usd
YZ,IND_BOILER,Bio,2045,407.5,Million usd
XY,IND_BOILER,Gas,2045,495.0,Million usd
YZ,IND_BOILER,Gas,2045,462.0,Million usd
XY,IND_BOILER,Hrdc,2045,229.0,Million usd
YZ,IND_BOILER,Hrdc,2045,270.5,Million usd
XY,IND_BOILER,Hyd,2045,137.4,Million usd
XY,IND_BOILER,Oil,2045,2.5,Million usd
YZ,IND_BOILER,Oil,2045,315.0,Million usd
XY,NUCL,Uranium,2045,203.45,Million usd
YZ,OCGT,Gas,2045,69.92,Million usd
XY,OILT,Oil,2045,2.52,Million usd
YZ,OILT,Oil,2045,4.0,Million usd
XY,PHOT,Solar,2045,210.07,Million usd
YZ,PHOT,Solar,2045,458.56,Million usd
XY,RTPV,Solar,2045,5.08,Million usd
YZ,RTPV,Solar,2045,5.07,Million usd
XY,SWHT,Solar,2045,58.91,Million usd
XY,SubC,Hrdc,2045,129.2,Million usd
YZ,SubC,Hrdc,2045,249.6,Million usd
XY,SubC,Lig,2045,91.2,Million usd
YZ,SubC,Lig,2045,97.5,Million usd
YZ,SupC,Hrdc,2045,252.0,Million usd
XY,WSTT,Waste,2045,2.25,Million usd
XY,WTON,Wind,2045,292.25,Million usd
YZ,WTON,Wind,2045,334.65,Million usd
