snapshot,country,value,region,technology,unit
2045-01-01 00:00:00,XY,7446.3,CE,EIDT,MW
2045-01-02 01:00:00,XY,7422.1,CE,EIDT,MW
2045-01-03 02:00:00,XY,6570.5,CE,EIDT,MW
2045-01-04 03:00:00,XY,5884.0,CE,EIDT,MW
2045-01-05 04:00:00,XY,7446.3,CE,EIDT,MW
2045-01-06 05:00:00,XY,7446.3,CE,EIDT,MW
2045-01-07 06:00:00,XY,6322.0,CE,EIDT,MW
2045-01-08 07:00:00,XY,7446.3,CE,EIDT,MW
2045-01-09 08:00:00,XY,7446.3,CE,EIDT,MW
2045-01-10 09:00:00,XY,7446.3,CE,EIDT,MW
2045-01-11 10:00:00,XY,7446.3,CE,EIDT,MW
2045-01-12 11:00:00,XY,7446.3,CE,EIDT,MW
2045-01-13 12:00:00,XY,7446.3,CE,EIDT,MW
2045-01-14 13:00:00,XY,7446.3,CE,EIDT,MW
2045-01-15 14:00:00,XY,7446.3,CE,EIDT,MW
2045-01-16 15:00:00,XY,7446.3,CE,EIDT,MW
2045-01-17 16:00:00,XY,7446.3,CE,EIDT,MW
2045-01-18 17:00:00,XY,7446.3,CE,EIDT,MW
2045-01-19 18:00:00,XY,7353.3,CE,EIDT,MW
2045-01-20 19:00:00,XY,7344.0,CE,EIDT,MW
2045-01-21 20:00:00,XY,7446.3,CE,EIDT,MW
2045-01-22 21:00:00,XY,7446.3,CE,EIDT,MW
2045-01-23 22:00:00,XY,7446.3,CE,EIDT,MW
2045-01-24 23:00:00,XY,6760.0,CE,EIDT,MW
2045-01-26 00:00:00,XY,7446.3,CE,EIDT,MW
2045-01-27 01:00:00,XY,6632.3,CE,EIDT,MW
2045-01-28 02:00:00,XY,6284.9,CE,EIDT,MW
2045-01-29 03:00:00,XY,7373.0,CE,EIDT,MW
2045-01-30 04:00:00,XY,7446.3,CE,EIDT,MW
2045-01-31 05:00:00,XY,7446.3,CE,EIDT,MW
2045-02-01 06:00:00,XY,7446.3,CE,EIDT,MW
2045-02-02 07:00:00,XY,7446.3,CE,EIDT,MW
2045-02-03 08:00:00,XY,7446.3,CE,EIDT,MW
2045-02-04 09:00:00,XY,7446.3,CE,EIDT,MW
2045-02-05 10:00:00,XY,7446.3,CE,EIDT,MW
2045-02-06 11:00:00,XY,7446.3,CE,EIDT,MW
2045-02-07 12:00:00,XY,7446.3,CE,EIDT,MW
2045-02-08 13:00:00,XY,7446.3,CE,EIDT,MW
2045-02-09 14:00:00,XY,7446.3,CE,EIDT,MW
2045-02-10 15:00:00,XY,7446.3,CE,EIDT,MW
2045-02-11 16:00:00,XY,7446.3,CE,EIDT,MW
