country,technology,carrier,year,value,unit
XY,BIOT,Bio,2035,159.34,Million usd
YZ,BIOT,Bio,2035,2.71,Million usd
XY,BIO_SUPPLY,Bio,2035,1338.48,Million usd
YZ,BIO_SUPPLY,Bio,2035,556.79,Million usd
XY,CCGT,Gas,2035,393.49,Million usd
YZ,CCGT,Gas,2035,151.23,Million usd
XY,EDLH,Electricity,2035,64.79,Million usd
YZ,EDLH,Electricity,2035,64.8,Million usd
YZ,EERH,Electricity,2035,88.8,Million usd
XY,EHPP,Electricity,2035,18.71,Million usd
YZ,EHPP,Electricity,2035,79.59,Million usd
XY,EIDT,Electricity,2035,146.0,Million usd
YZ,EIDT,Electricity,2035,103.49,Million usd
XY,ELTZ,Hyd,2035,4.04,Million usd
XY,EVCH-PRV,Electricity,2035,0.27,Million usd
YZ,EVCH-PRV,Electricity,2035,0.27,Million usd
XY,EVCH-PUB,Electricity,2035,0.18,Million usd
YZ,EVCH-PUB,Electricity,2035,0.18,Million usd
XY,GAS-IMP_SUPPLY,Gas-imp,2035,1220.07,Million usd
XY,GAS_SUPPLY,Gas,2035,282.0,Million usd
YZ,GAS_SUPPLY,Gas,2035,252.0,Million usd
XY,HDAM,Water,2035,100.0,Million usd
XY,HRDC_SUPPLY,Hrdc,2035,1251.32,Million usd
YZ,HRDC_SUPPLY,Hrdc,2035,1724.81,Million usd
YZ,HROR,Water,2035,340.58,Million usd
XY,HYD,Hyd,2035,0.04,Million usd
XY,IND_BOILER,Bio,2035,795.53,Million usd
YZ,IND_BOILER,Bio,2035,835.17,Million usd
XY,IND_BOILER,Gas,2035,644.3,Million usd
YZ,IND_BOILER,Gas,2035,489.1,Million usd
XY,IND_BOILER,Hrdc,2035,392.39,Million usd
YZ,IND_BOILER,Hrdc,2035,435.69,Million usd
XY,IND_BOILER,Hyd,2035,8.73,Million usd
XY,IND_BOILER,Oil,2035,233.02,Million usd
YZ,IND_BOILER,Oil,2035,405.88,Million usd
XY,LIG_SUPPLY,Lig,2035,181.03,Million usd
YZ,LIG_SUPPLY,Lig,2035,86.83,Million usd
XY,NUCL,Uranium,2035,280.57,Million usd
YZ,OCGT,Gas,2035,69.92,Million usd
XY,OILT,Oil,2035,2.52,Million usd
YZ,OILT,Oil,2035,4.0,Million usd
XY,OIL_SUPPLY,Oil,2035,671.33,Million usd
YZ,OIL_SUPPLY,Oil,2035,752.0,Million usd
XY,PHOT,Solar,2035,95.8,Million usd
YZ,PHOT,Solar,2035,58.87,Million usd
XY,RTPV,Solar,2035,5.33,Million usd
YZ,RTPV,Solar,2035,5.07,Million usd
XY,SubC,Hrdc,2035,129.84,Million usd
YZ,SubC,Hrdc,2035,285.47,Million usd
XY,SubC,Lig,2035,91.77,Million usd
YZ,SubC,Lig,2035,127.46,Million usd
YZ,SupC,Hrdc,2035,278.16,Million usd
XY,URANIUM_SUPPLY,Uranium,2035,87.64,Million usd
XY,WASTE_SUPPLY,Waste,2035,10.95,Million usd
XY,WSTT,Waste,2035,3.0,Million usd
XY,WTON,Wind,2035,187.91,Million usd
YZ,WTON,Wind,2035,399.15,Million usd
