country,technology,carrier,year,value,unit
XY,BIOT,Bio,2035,103.55,Million usd
YZ,BIOT,Bio,2035,2.22,Million usd
XY,CCGT,Gas,2035,391.6,Million usd
YZ,CCGT,Gas,2035,147.9,Million usd
XY,EDLH,Electricity,2035,64.78,Million usd
YZ,EDLH,Electricity,2035,64.78,Million usd
YZ,EERH,Electricity,2035,88.8,Million usd
XY,EHPP,Electricity,2035,18.68,Million usd
YZ,EHPP,Electricity,2035,79.3,Million usd
XY,EIDT,Electricity,2035,145.84,Million usd
YZ,EIDT,Electricity,2035,103.37,Million usd
XY,ELTZ,Hyd,2035,4.03,Million usd
XY,HDAM,Water,2035,100.0,Million usd
YZ,HROR,Water,2035,340.0,Million usd
XY,HYD,Hyd,2035,0.04,Million usd
XY,IND_BOILER,Bio,2035,407.5,Million usd
YZ,IND_BOILER,Bio,2035,407.5,Million usd
XY,IND_BOILER,Gas,2035,495.0,Million usd
YZ,IND_BOILER,Gas,2035,462.0,Million usd
XY,IND_BOILER,Hrdc,2035,286.0,Million usd
YZ,IND_BOILER,Hrdc,2035,296.5,Million usd
XY,IND_BOILER,Hyd,2035,6.3,Million usd
XY,IND_BOILER,Oil,2035,157.5,Million usd
YZ,IND_BOILER,Oil,2035,315.0,Million usd
XY,NUCL,Uranium,2035,203.45,Million usd
YZ,OCGT,Gas,2035,69.92,Million usd
XY,OILT,Oil,2035,2.52,Million usd
YZ,OILT,Oil,2035,4.0,Million usd
XY,PHOT,Solar,2035,95.66,Million usd
YZ,PHOT,Solar,2035,58.79,Million usd
XY,RTPV,Solar,2035,5.08,Million usd
YZ,RTPV,Solar,2035,5.07,Million usd
XY,SubC,Hrdc,2035,129.2,Million usd
YZ,SubC,Hrdc,2035,249.6,Million usd
XY,SubC,Lig,2035,91.2,Million usd
YZ,SubC,Lig,2035,97.5,Million usd
YZ,SupC,Hrdc,2035,252.0,Million usd
XY,WSTT,Waste,2035,2.25,Million usd
XY,WTON,Wind,2035,157.85,Million usd
YZ,WTON,Wind,2035,295.43,Million usd
