country,technology,carrier,year,value,unit
XY,BIOT,Bio,2040,160.41,Million usd
YZ,BIOT,Bio,2040,2.7,Million usd
XY,BIO_SUPPLY,Bio,2040,1340.06,Million usd
YZ,BIO_SUPPLY,Bio,2040,546.61,Million usd
XY,CCGT,Gas,2040,286.44,Million usd
YZ,CCGT,Gas,2040,151.17,Million usd
XY,CSP,Solar,2040,8.52,Million usd
XY,EDLH,Electricity,2040,64.79,Million usd
YZ,EDLH,Electricity,2040,64.8,Million usd
YZ,EERH,Electricity,2040,88.8,Million usd
XY,EHPP,Electricity,2040,32.89,Million usd
YZ,EHPP,Electricity,2040,79.54,Million usd
XY,EIDT,Electricity,2040,150.67,Million usd
YZ,EIDT,Electricity,2040,118.23,Million usd
XY,ELTZ,Hyd,2040,32.93,Million usd
XY,EVCH-PRV,Electricity,2040,0.28,Million usd
YZ,EVCH-PRV,Electricity,2040,0.28,Million usd
XY,EVCH-PUB,Electricity,2040,0.18,Million usd
YZ,EVCH-PUB,Electricity,2040,0.18,Million usd
XY,GAS-IMP_SUPPLY,Gas-imp,2040,1029.58,Million usd
XY,GAS_SUPPLY,Gas,2040,384.0,Million usd
YZ,GAS_SUPPLY,Gas,2040,344.0,Million usd
XY,HDAM,Water,2040,100.0,Million usd
XY,HRDC_SUPPLY,Hrdc,2040,1426.03,Million usd
YZ,HRDC_SUPPLY,Hrdc,2040,1806.61,Million usd
YZ,HROR,Water,2040,340.58,Million usd
XY,HYD,Hyd,2040,0.45,Million usd
XY,IND_BOILER,Bio,2040,789.95,Million usd
YZ,IND_BOILER,Bio,2040,827.35,Million usd
XY,IND_BOILER,Gas,2040,632.04,Million usd
YZ,IND_BOILER,Gas,2040,500.42,Million usd
XY,IND_BOILER,Hrdc,2040,382.5,Million usd
YZ,IND_BOILER,Hrdc,2040,410.2,Million usd
XY,IND_BOILER,Hyd,2040,100.73,Million usd
XY,IND_BOILER,Oil,2040,2.5,Million usd
YZ,IND_BOILER,Oil,2040,417.24,Million usd
XY,LIG_SUPPLY,Lig,2040,181.03,Million usd
YZ,LIG_SUPPLY,Lig,2040,87.5,Million usd
XY,NUCL,Uranium,2040,280.57,Million usd
YZ,OCGT,Gas,2040,69.92,Million usd
XY,OILT,Oil,2040,2.52,Million usd
YZ,OILT,Oil,2040,4.0,Million usd
YZ,OIL_SUPPLY,Oil,2040,882.0,Million usd
XY,PHOT,Solar,2040,124.56,Million usd
YZ,PHOT,Solar,2040,73.46,Million usd
XY,RTPV,Solar,2040,5.33,Million usd
YZ,RTPV,Solar,2040,5.07,Million usd
XY,SWHT,Solar,2040,58.96,Million usd
XY,SubC,Hrdc,2040,129.98,Million usd
YZ,SubC,Hrdc,2040,285.24,Million usd
XY,SubC,Lig,2040,91.77,Million usd
YZ,SubC,Lig,2040,127.69,Million usd
YZ,SupC,Hrdc,2040,278.16,Million usd
XY,URANIUM_SUPPLY,Uranium,2040,87.64,Million usd
XY,WASTE_SUPPLY,Waste,2040,10.45,Million usd
XY,WSTT,Waste,2040,2.97,Million usd
XY,WTON,Wind,2040,240.92,Million usd
YZ,WTON,Wind,2040,447.9,Million usd
