snapshot,country,technology,value,unit
2025-01-01 00:00:00,XY,BIOT,2180.0,MW
2025-01-02 01:00:00,XY,BIOT,2180.0,MW
2025-01-03 02:00:00,XY,BIOT,2180.0,MW
2025-01-04 03:00:00,XY,BIOT,2180.0,MW
2025-01-05 04:00:00,XY,BIOT,1839.8,MW
2025-01-06 05:00:00,XY,BIOT,2180.0,MW
2025-01-07 06:00:00,XY,BIOT,2180.0,MW
2025-01-08 07:00:00,XY,BIOT,1839.8,MW
2025-01-09 08:00:00,XY,BIOT,2180.0,MW
2025-01-10 09:00:00,XY,BIOT,2180.0,MW
2025-01-11 10:00:00,XY,BIOT,2180.0,MW
2025-01-12 11:00:00,XY,BIOT,1672.4,MW
2025-01-13 12:00:00,XY,BIOT,2180.0,MW
2025-01-14 13:00:00,XY,BIOT,2180.0,MW
2025-01-15 14:00:00,XY,BIOT,1839.8,MW
2025-01-16 15:00:00,XY,BIOT,2180.0,MW
2025-01-17 16:00:00,XY,BIOT,1732.7,MW
2025-01-18 17:00:00,XY,BIOT,1332.2,MW
2025-01-19 18:00:00,XY,BIOT,2180.0,MW
2025-01-20 19:00:00,XY,BIOT,1672.4,MW
2025-01-21 20:00:00,XY,BIOT,2180.0,MW
2025-01-22 21:00:00,XY,BIOT,1672.4,MW
2025-01-23 22:00:00,XY,BIOT,2180.0,MW
2025-01-24 23:00:00,XY,BIOT,2180.0,MW
2025-01-26 00:00:00,XY,BIOT,2180.0,MW
2025-01-27 01:00:00,XY,BIOT,2180.0,MW
2025-01-28 02:00:00,XY,BIOT,2164.0,MW
2025-01-29 03:00:00,XY,BIOT,1512.6,MW
2025-01-30 04:00:00,XY,BIOT,2020.2,MW
2025-01-31 05:00:00,XY,BIOT,2180.0,MW
2025-02-01 06:00:00,XY,BIOT,2180.0,MW
2025-02-02 07:00:00,XY,BIOT,2180.0,MW
2025-02-03 08:00:00,XY,BIOT,2180.0,MW
2025-02-04 09:00:00,XY,BIOT,1850.6,MW
2025-02-05 10:00:00,XY,BIOT,2180.0,MW
2025-02-06 11:00:00,XY,BIOT,2082.0,MW
2025-02-07 12:00:00,XY,BIOT,1541.4,MW
2025-02-08 13:00:00,XY,BIOT,795.1,MW
2025-02-09 14:00:00,XY,BIOT,1038.4,MW
2025-02-10 15:00:00,XY,BIOT,1355.1,MW
2025-02-11 16:00:00,XY,BIOT,1533.3,MW
2025-02-12 17:00:00,XY,BIOT,2180.0,MW
2025-02-13 18:00:00,XY,BIOT,2180.0,MW
2025-02-14 19:00:00,XY,BIOT,2180.0,MW
2025-02-15 20:00:00,XY,BIOT,1850.6,MW
2025-02-16 21:00:00,XY,BIOT,2180.0,MW
2025-02-17 22:00:00,XY,BIOT,2180.0,MW
2025-02-18 23:00:00,XY,BIOT,1839.8,MW
2025-02-20 00:00:00,XY,BIOT,1746.9,MW
2025-02-21 01:00:00,XY,BIOT,1850.6,MW
2025-02-22 02:00:00,XY,BIOT,1684.0,MW
2025-02-23 03:00:00,XY,BIOT,1582.0,MW
2025-02-24 04:00:00,XY,BIOT,1826.4,MW
2025-02-25 05:00:00,XY,BIOT,1867.1,MW
2025-02-26 06:00:00,XY,BIOT,1850.6,MW
2025-02-27 07:00:00,XY,BIOT,2180.0,MW
2025-02-28 08:00:00,XY,BIOT,1672.4,MW
2025-03-01 09:00:00,XY,BIOT,2180.0,MW
2025-03-02 10:00:00,XY,BIOT,1850.6,MW
2025-03-03 11:00:00,XY,BIOT,2180.0,MW
2025-03-04 12:00:00,XY,BIOT,1512.6,MW
2025-03-05 13:00:00,XY,BIOT,2020.2,MW
2025-03-06 14:00:00,XY,BIOT,2180.0,MW
2025-03-07 15:00:00,XY,BIOT,1839.8,MW
2025-03-08 16:00:00,XY,BIOT,2180.0,MW
2025-03-09 17:00:00,XY,BIOT,2180.0,MW
2025-03-10 18:00:00,XY,BIOT,1839.8,MW
2025-03-11 19:00:00,XY,BIOT,2180.0,MW
2025-03-12 20:00:00,XY,BIOT,2180.0,MW
2025-03-13 21:00:00,XY,BIOT,2180.0,MW
2025-03-14 22:00:00,XY,BIOT,2180.0,MW
2025-03-15 23:00:00,XY,BIOT,1672.4,MW
2025-03-17 00:00:00,XY,BIOT,2180.0,MW
2025-03-18 01:00:00,XY,BIOT,1850.6,MW
2025-03-19 02:00:00,XY,BIOT,2180.0,MW
2025-03-20 03:00:00,XY,BIOT,2180.0,MW
2025-03-21 04:00:00,XY,BIOT,2180.0,MW
2025-03-22 05:00:00,XY,BIOT,2180.0,MW
2025-03-23 06:00:00,XY,BIOT,2180.0,MW
2025-03-24 07:00:00,XY,BIOT,1850.6,MW
2025-03-25 08:00:00,XY,BIOT,2180.0,MW
2025-03-26 09:00:00,XY,BIOT,2180.0,MW
2025-03-27 10:00:00,XY,BIOT,2180.0,MW
2025-03-28 11:00:00,XY,BIOT,2180.0,MW
2025-03-29 12:00:00,XY,BIOT,1512.6,MW
2025-03-30 13:00:00,XY,BIOT,1928.4,MW
2025-03-31 14:00:00,XY,BIOT,1589.9,MW
2025-04-01 15:00:00,XY,BIOT,2180.0,MW
2025-04-02 16:00:00,XY,BIOT,2180.0,MW
2025-04-03 17:00:00,XY,BIOT,2180.0,MW
2025-04-04 18:00:00,XY,BIOT,2180.0,MW
2025-04-05 19:00:00,XY,BIOT,2180.0,MW
2025-04-06 20:00:00,XY,BIOT,1672.4,MW
2025-04-07 21:00:00,XY,BIOT,2180.0,MW
