country,technology,carrier,year,value,unit
XY,EDLH,Electricity,2025,64.78,Million usd
XY,EHPP,Electricity,2025,8.0,Million usd
XY,EIDT,Electricity,2025,13.32,Million usd
XY,IND_BOILER,Bio,2025,407.5,Million usd
XY,IND_BOILER,Gas,2025,437.0,Million usd
XY,IND_BOILER,Hrdc,2025,343.0,Million usd
XY,IND_BOILER,Oil,2025,315.0,Million usd
YZ,EDLH,Electricity,2025,64.78,Million usd
YZ,EERH,Electricity,2025,88.8,Million usd
YZ,EHPP,Electricity,2025,14.5,Million usd
YZ,EIDT,Electricity,2025,13.32,Million usd
YZ,IND_BOILER,Bio,2025,407.5,Million usd
YZ,IND_BOILER,Gas,2025,462.0,Million usd
YZ,IND_BOILER,Hrdc,2025,343.0,Million usd
YZ,IND_BOILER,Oil,2025,315.0,Million usd
