country,technology,carrier,year,value,unit
YZ,SupC,Hrdc,2030,252.0,Million usd
XY,WSTT,Waste,2030,2.25,Million usd
XY,WTON,Wind,2030,142.91,Million usd
YZ,WTON,Wind,2030,255.79,Million usd
XY,BIOT,Bio,2035,103.55,Million usd
YZ,BIOT,Bio,2035,2.22,Million usd
XY,CCGT,Gas,2035,391.6,Million usd
YZ,CCGT,Gas,2035,147.9,Million usd
XY,EDLH,Electricity,2035,64.78,Million usd
YZ,EDLH,Electricity,2035,64.78,Million usd
YZ,EERH,Electricity,2035,88.8,Million usd
XY,EHPP,Electricity,2035,18.68,Million usd
YZ,EHPP,Electricity,2035,79.3,Million usd
XY,EIDT,Electricity,2035,145.84,Million usd
YZ,EIDT,Electricity,2035,103.37,Million usd
XY,ELTZ,Hyd,2035,4.03,Million usd
XY,HDAM,Water,2035,100.0,Million usd
YZ,HROR,Water,2035,340.0,Million usd
XY,HYD,Hyd,2035,0.04,Million usd
XY,IND_BOILER,Bio,2035,407.5,Million usd
YZ,IND_BOILER,Bio,2035,407.5,Million usd
XY,IND_BOILER,Gas,2035,495.0,Million usd
YZ,IND_BOILER,Gas,2035,462.0,Million usd
XY,IND_BOILER,Hrdc,2035,286.0,Million usd
YZ,IND_BOILER,Hrdc,2035,296.5,Million usd
XY,IND_BOILER,Hyd,2035,6.3,Million usd
XY,IND_BOILER,Oil,2035,157.5,Million usd
YZ,IND_BOILER,Oil,2035,315.0,Million usd
XY,NUCL,Uranium,2035,203.45,Million usd
YZ,OCGT,Gas,2035,69.92,Million usd
XY,OILT,Oil,2035,2.52,Million usd
YZ,OILT,Oil,2035,4.0,Million usd
XY,PHOT,Solar,2035,95.66,Million usd
YZ,PHOT,Solar,2035,58.79,Million usd
XY,RTPV,Solar,2035,5.08,Million usd
YZ,RTPV,Solar,2035,5.07,Million usd
XY,SubC,Hrdc,2035,129.2,Million usd
YZ,SubC,Hrdc,2035,249.6,Million usd
XY,SubC,Lig,2035,91.2,Million usd
YZ,SubC,Lig,2035,97.5,Million usd
YZ,SupC,Hrdc,2035,252.0,Million usd
XY,WSTT,Waste,2035,2.25,Million usd
XY,WTON,Wind,2035,157.85,Million usd
YZ,WTON,Wind,2035,295.43,Million usd
XY,BIOT,Bio,2040,103.55,Million usd
YZ,BIOT,Bio,2040,2.22,Million usd
XY,CCGT,Gas,2040,284.68,Million usd
YZ,CCGT,Gas,2040,147.9,Million usd
XY,CSP,Solar,2040,8.51,Million usd
XY,EDLH,Electricity,2040,64.78,Million usd
YZ,EDLH,Electricity,2040,64.78,Million usd
YZ,EERH,Electricity,2040,88.8,Million usd
XY,EHPP,Electricity,2040,32.82,Million usd
YZ,EHPP,Electricity,2040,79.3,Million usd
XY,EIDT,Electricity,2040,150.5,Million usd
YZ,EIDT,Electricity,2040,118.08,Million usd
XY,ELTZ,Hyd,2040,32.85,Million usd
XY,HDAM,Water,2040,100.0,Million usd
YZ,HROR,Water,2040,340.0,Million usd
XY,HYD,Hyd,2040,0.45,Million usd
XY,IND_BOILER,Bio,2040,407.5,Million usd
YZ,IND_BOILER,Bio,2040,407.5,Million usd
XY,IND_BOILER,Gas,2040,495.0,Million usd
YZ,IND_BOILER,Gas,2040,462.0,Million usd
XY,IND_BOILER,Hrdc,2040,286.0,Million usd
YZ,IND_BOILER,Hrdc,2040,296.5,Million usd
XY,IND_BOILER,Hyd,2040,62.7,Million usd
XY,IND_BOILER,Oil,2040,2.5,Million usd
YZ,IND_BOILER,Oil,2040,315.0,Million usd
XY,NUCL,Uranium,2040,203.45,Million usd
YZ,OCGT,Gas,2040,69.92,Million usd
XY,OILT,Oil,2040,2.52,Million usd
YZ,OILT,Oil,2040,4.0,Million usd
XY,PHOT,Solar,2040,124.37,Million usd
YZ,PHOT,Solar,2040,73.35,Million usd
XY,RTPV,Solar,2040,5.08,Million usd
YZ,RTPV,Solar,2040,5.07,Million usd
XY,SWHT,Solar,2040,58.91,Million usd
XY,SubC,Hrdc,2040,129.2,Million usd
YZ,SubC,Hrdc,2040,249.6,Million usd
XY,SubC,Lig,2040,91.2,Million usd
YZ,SubC,Lig,2040,97.5,Million usd
YZ,SupC,Hrdc,2040,252.0,Million usd
XY,WSTT,Waste,2040,2.25,Million usd
XY,WTON,Wind,2040,201.95,Million usd
YZ,WTON,Wind,2040,334.65,Million usd
XY,BIOT,Bio,2045,103.55,Million usd
YZ,BIOT,Bio,2045,2.22,Million usd
XY,CCGT,Gas,2045,145.42,Million usd
YZ,CCGT,Gas,2045,147.9,Million usd
XY,CSP,Solar,2045,8.51,Million usd
XY,EDLH,Electricity,2045,64.78,Million usd
YZ,EDLH,Electricity,2045,64.78,Million usd
YZ,EERH,Electricity,2045,88.8,Million usd
XY,EHPP,Electricity,2045,32.82,Million usd
YZ,EHPP,Electricity,2045,122.07,Million usd
XY,EIDT,Electricity,2045,158.3,Million usd
YZ,EIDT,Electricity,2045,144.21,Million usd
XY,ELTZ,Hyd,2045,96.47,Million usd
XY,HDAM,Water,2045,100.0,Million usd
YZ,HROR,Water,2045,340.0,Million usd
XY,HYD,Hyd,2045,2.51,Million usd
XY,IND_BOILER,Bio,2045,407.5,Million usd
YZ,IND_BOILER,Bio,2045,407.5,Million usd
XY,IND_BOILER,Gas,2045,495.0,Million usd
YZ,IND_BOILER,Gas,2045,462.0,Million usd
XY,IND_BOILER,Hrdc,2045,229.0,Million usd
YZ,IND_BOILER,Hrdc,2045,270.5,Million usd
XY,IND_BOILER,Hyd,2045,137.4,Million usd
XY,IND_BOILER,Oil,2045,2.5,Million usd
YZ,IND_BOILER,Oil,2045,315.0,Million usd
XY,NUCL,Uranium,2045,203.45,Million usd
YZ,OCGT,Gas,2045,69.92,Million usd
XY,OILT,Oil,2045,2.52,Million usd
YZ,OILT,Oil,2045,4.0,Million usd
XY,PHOT,Solar,2045,210.07,Million usd
YZ,PHOT,Solar,2045,458.56,Million usd
XY,RTPV,Solar,2045,5.08,Million usd
YZ,RTPV,Solar,2045,5.07,Million usd
XY,SWHT,Solar,2045,58.91,Million usd
XY,SubC,Hrdc,2045,129.2,Million usd
YZ,SubC,Hrdc,2045,249.6,Million usd
XY,SubC,Lig,2045,91.2,Million usd
YZ,SubC,Lig,2045,97.5,Million usd
YZ,SupC,Hrdc,2045,252.0,Million usd
XY,WSTT,Waste,2045,2.25,Million usd
XY,WTON,Wind,2045,292.25,Million usd
YZ,WTON,Wind,2045,334.65,Million usd
XY,BIOT,Bio,2050,103.55,Million usd
YZ,BIOT,Bio,2050,2.22,Million usd
XY,CCGT,Gas,2050,145.42,Million usd
YZ,CCGT,Gas,2050,147.9,Million usd
XY,CSP,Solar,2050,8.51,Million usd
XY,EDLH,Electricity,2050,64.78,Million usd
YZ,EDLH,Electricity,2050,64.78,Million usd
YZ,EERH,Electricity,2050,88.8,Million usd
XY,EHPP,Electricity,2050,42.32,Million usd
YZ,EHPP,Electricity,2050,122.07,Million usd
XY,EIDT,Electricity,2050,166.69,Million usd
YZ,EIDT,Electricity,2050,145.97,Million usd
XY,ELTZ,Hyd,2050,326.16,Million usd
XY,HDAM,Water,2050,100.0,Million usd
YZ,HROR,Water,2050,340.0,Million usd
XY,HYD,Hyd,2050,7.21,Million usd
XY,IND_BOILER,Bio,2050,407.5,Million usd
YZ,IND_BOILER,Bio,2050,407.5,Million usd
XY,IND_BOILER,Gas,2050,495.0,Million usd
YZ,IND_BOILER,Gas,2050,462.0,Million usd
XY,IND_BOILER,Hrdc,2050,229.0,Million usd
YZ,IND_BOILER,Hrdc,2050,270.5,Million usd
XY,IND_BOILER,Hyd,2050,184.04,Million usd
XY,IND_BOILER,Oil,2050,2.5,Million usd
YZ,IND_BOILER,Oil,2050,315.0,Million usd
XY,NUCL,Uranium,2050,203.45,Million usd
YZ,OCGT,Gas,2050,69.92,Million usd
XY,OCHT,Hyd,2050,102.43,Million usd
XY,OILT,Oil,2050,2.52,Million usd
YZ,OILT,Oil,2050,4.0,Million usd
XY,PHOT,Solar,2050,544.72,Million usd
YZ,PHOT,Solar,2050,523.66,Million usd
XY,RTPV,Solar,2050,5.08,Million usd
YZ,RTPV,Solar,2050,5.07,Million usd
XY,SWHT,Solar,2050,58.91,Million usd
XY,SubC,Hrdc,2050,129.2,Million usd
YZ,SubC,Hrdc,2050,249.6,Million usd
XY,SubC,Lig,2050,91.2,Million usd
YZ,SubC,Lig,2050,97.5,Million usd
YZ,SupC,Hrdc,2050,252.0,Million usd
XY,WSTT,Waste,2050,2.25,Million usd
XY,WTON,Wind,2050,367.25,Million usd
YZ,WTON,Wind,2050,344.29,Million usd
