country,technology,carrier,year,value,unit
XY,BIOT,Bio,2040,103.55,Million usd
YZ,BIOT,Bio,2040,2.22,Million usd
XY,CCGT,Gas,2040,284.68,Million usd
YZ,CCGT,Gas,2040,147.9,Million usd
XY,CSP,Solar,2040,8.51,Million usd
XY,EDLH,Electricity,2040,64.78,Million usd
YZ,EDLH,Electricity,2040,64.78,Million usd
YZ,EERH,Electricity,2040,88.8,Million usd
XY,EHPP,Electricity,2040,32.82,Million usd
YZ,EHPP,Electricity,2040,79.3,Million usd
XY,EIDT,Electricity,2040,150.5,Million usd
YZ,EIDT,Electricity,2040,118.08,Million usd
XY,ELTZ,Hyd,2040,32.85,Million usd
XY,HDAM,Water,2040,100.0,Million usd
YZ,HROR,Water,2040,340.0,Million usd
XY,HYD,Hyd,2040,0.45,Million usd
XY,IND_BOILER,Bio,2040,407.5,Million usd
YZ,IND_BOILER,Bio,2040,407.5,Million usd
XY,IND_BOILER,Gas,2040,495.0,Million usd
YZ,IND_BOILER,Gas,2040,462.0,Million usd
XY,IND_BOILER,Hrdc,2040,286.0,Million usd
YZ,IND_BOILER,Hrdc,2040,296.5,Million usd
XY,IND_BOILER,Hyd,2040,62.7,Million usd
XY,IND_BOILER,Oil,2040,2.5,Million usd
YZ,IND_BOILER,Oil,2040,315.0,Million usd
XY,NUCL,Uranium,2040,203.45,Million usd
YZ,OCGT,Gas,2040,69.92,Million usd
XY,OILT,Oil,2040,2.52,Million usd
YZ,OILT,Oil,2040,4.0,Million usd
XY,PHOT,Solar,2040,124.37,Million usd
YZ,PHOT,Solar,2040,73.35,Million usd
XY,RTPV,Solar,2040,5.08,Million usd
YZ,RTPV,Solar,2040,5.07,Million usd
XY,SWHT,Solar,2040,58.91,Million usd
XY,SubC,Hrdc,2040,129.2,Million usd
YZ,SubC,Hrdc,2040,249.6,Million usd
XY,SubC,Lig,2040,91.2,Million usd
YZ,SubC,Lig,2040,97.5,Million usd
YZ,SupC,Hrdc,2040,252.0,Million usd
XY,WSTT,Waste,2040,2.25,Million usd
XY,WTON,Wind,2040,201.95,Million usd
YZ,WTON,Wind,2040,334.65,Million usd
