country,technology,carrier,year,value,unit
XY,BIOT,Bio,2030,157.55,Million usd
YZ,BIOT,Bio,2030,2.71,Million usd
XY,BIO_SUPPLY,Bio,2030,1318.27,Million usd
YZ,BIO_SUPPLY,Bio,2030,560.1,Million usd
XY,CCGT,Gas,2030,498.73,Million usd
YZ,CCGT,Gas,2030,150.56,Million usd
XY,EDLH,Electricity,2030,64.79,Million usd
YZ,EDLH,Electricity,2030,64.79,Million usd
YZ,EERH,Electricity,2030,88.8,Million usd
XY,EHPP,Electricity,2030,14.02,Million usd
YZ,EHPP,Electricity,2030,78.87,Million usd
XY,EIDT,Electricity,2030,141.73,Million usd
YZ,EIDT,Electricity,2030,63.16,Million usd
XY,EVCH-PRV,Electricity,2030,0.27,Million usd
YZ,EVCH-PRV,Electricity,2030,0.27,Million usd
XY,EVCH-PUB,Electricity,2030,0.18,Million usd
YZ,EVCH-PUB,Electricity,2030,0.18,Million usd
XY,GAS-IMP_SUPPLY,Gas-imp,2030,1206.94,Million usd
XY,GAS_SUPPLY,Gas,2030,230.0,Million usd
YZ,GAS_SUPPLY,Gas,2030,205.0,Million usd
XY,HDAM,Water,2030,100.0,Million usd
XY,HRDC_SUPPLY,Hrdc,2030,1238.43,Million usd
YZ,HRDC_SUPPLY,Hrdc,2030,1781.1,Million usd
YZ,HROR,Water,2030,340.58,Million usd
XY,IND_BOILER,Bio,2030,795.37,Million usd
YZ,IND_BOILER,Bio,2030,837.71,Million usd
XY,IND_BOILER,Gas,2030,644.38,Million usd
YZ,IND_BOILER,Gas,2030,484.81,Million usd
XY,IND_BOILER,Hrdc,2030,456.52,Million usd
YZ,IND_BOILER,Hrdc,2030,587.4,Million usd
XY,IND_BOILER,Oil,2030,233.0,Million usd
YZ,IND_BOILER,Oil,2030,400.2,Million usd
XY,LIG_SUPPLY,Lig,2030,181.03,Million usd
YZ,LIG_SUPPLY,Lig,2030,65.3,Million usd
XY,NUCL,Uranium,2030,280.57,Million usd
YZ,OCGT,Gas,2030,69.92,Million usd
XY,OILT,Oil,2030,2.52,Million usd
YZ,OILT,Oil,2030,4.0,Million usd
XY,OIL_SUPPLY,Oil,2030,643.18,Million usd
YZ,OIL_SUPPLY,Oil,2030,690.0,Million usd
XY,PHOT,Solar,2030,94.5,Million usd
YZ,PHOT,Solar,2030,54.7,Million usd
XY,RTPV,Solar,2030,5.33,Million usd
YZ,RTPV,Solar,2030,5.07,Million usd
XY,SubC,Hrdc,2030,129.82,Million usd
YZ,SubC,Hrdc,2030,285.4,Million usd
XY,SubC,Lig,2030,91.77,Million usd
YZ,SubC,Lig,2030,127.54,Million usd
YZ,SupC,Hrdc,2030,278.16,Million usd
XY,URANIUM_SUPPLY,Uranium,2030,87.64,Million usd
XY,WASTE_SUPPLY,Waste,2030,10.62,Million usd
XY,WSTT,Waste,2030,2.98,Million usd
XY,WTON,Wind,2030,169.85,Million usd
YZ,WTON,Wind,2030,346.37,Million usd
