country,technology,carrier,year,value,unit
XY,BIOT,Bio,2025,157.55,Million usd
YZ,BIOT,Bio,2025,2.72,Million usd
XY,BIO_SUPPLY,Bio,2025,1396.89,Million usd
YZ,BIO_SUPPLY,Bio,2025,560.31,Million usd
XY,CCGT,Gas,2025,603.78,Million usd
YZ,CCGT,Gas,2025,147.9,Million usd
XY,EDLH,Electricity,2025,64.78,Million usd
YZ,EDLH,Electricity,2025,64.78,Million usd
YZ,EERH,Electricity,2025,88.8,Million usd
XY,EHPP,Electricity,2025,8.0,Million usd
YZ,EHPP,Electricity,2025,14.5,Million usd
XY,EIDT,Electricity,2025,13.33,Million usd
YZ,EIDT,Electricity,2025,13.33,Million usd
XY,EVCH-PRV,Electricity,2025,0.13,Million usd
YZ,EVCH-PRV,Electricity,2025,0.04,Million usd
XY,GAS-IMP_SUPPLY,Gas-imp,2025,2193.45,Million usd
XY,GAS_SUPPLY,Gas,2025,180.0,Million usd
YZ,GAS_SUPPLY,Gas,2025,160.0,Million usd
XY,HDAM,Water,2025,100.0,Million usd
XY,HRDC_SUPPLY,Hrdc,2025,1556.42,Million usd
YZ,HRDC_SUPPLY,Hrdc,2025,1755.08,Million usd
XY,IND_BOILER,Bio,2025,837.82,Million usd
YZ,IND_BOILER,Bio,2025,837.82,Million usd
XY,IND_BOILER,Gas,2025,643.17,Million usd
YZ,IND_BOILER,Gas,2025,484.4,Million usd
XY,IND_BOILER,Hrdc,2025,652.04,Million usd
YZ,IND_BOILER,Hrdc,2025,672.08,Million usd
XY,IND_BOILER,Oil,2025,390.6,Million usd
YZ,IND_BOILER,Oil,2025,394.52,Million usd
XY,LIG_SUPPLY,Lig,2025,181.03,Million usd
YZ,LIG_SUPPLY,Lig,2025,67.0,Million usd
XY,NUCL,Uranium,2025,280.57,Million usd
YZ,OCGT,Gas,2025,69.92,Million usd
XY,OILT,Oil,2025,2.52,Million usd
YZ,OILT,Oil,2025,4.0,Million usd
XY,OIL_SUPPLY,Oil,2025,616.0,Million usd
YZ,OIL_SUPPLY,Oil,2025,616.0,Million usd
XY,PHOT,Solar,2025,27.03,Million usd
YZ,PHOT,Solar,2025,15.5,Million usd
XY,RTPV,Solar,2025,5.36,Million usd
YZ,RTPV,Solar,2025,5.07,Million usd
XY,SubC,Hrdc,2025,129.75,Million usd
YZ,SubC,Hrdc,2025,284.61,Million usd
XY,SubC,Lig,2025,91.77,Million usd
YZ,SubC,Lig,2025,128.32,Million usd
YZ,SupC,Hrdc,2025,278.16,Million usd
XY,URANIUM_SUPPLY,Uranium,2025,87.64,Million usd
XY,WASTE_SUPPLY,Waste,2025,34.65,Million usd
XY,WSTT,Waste,2025,4.63,Million usd
XY,WTON,Wind,2025,5.28,Million usd
YZ,WTON,Wind,2025,28.03,Million usd
